ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	ALIGNMENT	STRUCTURE
1712	Taiyuan	there	那里	nəʔ²lɤ	n ə ʔ ² l ɤ		519	498	n ə ʔ ² l ɤ	C V C T C V
1698	Guixian	there	那点	a⁵⁵tɛ⁴²	a ⁵⁵ t ɛ ⁴²		482	466	- a - ⁵⁵ t - ɛ ⁴² - -	V T C V T
1718	Kunming	there	那点儿	nə²¹²tjə³¹ə³¹	n ə ²¹² t j ə ³¹ ə ³¹		482	466	n ə - ²¹² t j ə ³¹ ə ³¹	C V T C C V T V T
1713	Taiyuan	there	那儿家	nar⁴⁵ʨja⁵³	n a r ⁴⁵ tɕ j a ⁵³		482	466	n a r ⁴⁵ tɕ j a ⁵³ - -	C V C T C C V T
1717	Beijing	there	那下儿	na⁵¹xar	n a ⁵¹ x a r		655	600	n - a - ⁵¹ x a r - -	C V T C V C
1616	Beijing	they	他们	tʰam̩⁵⁵	tʰ a m̩ ⁵⁵		1200	178	tʰ a m̩ ⁵⁵ - - - -	C V C T
1605	Changsha	they	他们	tʰa³³mən	tʰ a ³³ m ə n		1200	178	tʰ a - ³³ m ə n -	C V T C V C
1614	Chengdu	they	他们	tʰa⁵⁵mən³¹	tʰ a ⁵⁵ m ə n ³¹		1200	178	tʰ a - ⁵⁵ m ə n ³¹	C V T C V C T
1607	Guixian	they	他们	la⁵⁵men⁵⁵	l a ⁵⁵ m e n ⁵⁵		1200	178	l a - ⁵⁵ m e n ⁵⁵	C V T C V C T
1611	Hangzhou	they	他们	tʰɑ³³men²¹³	tʰ ɑ ³³ m e n ²¹³		1200	178	tʰ ɑ - ³³ m e n ²¹³	C V T C V C T
1608	Hefei	they	他们	tʰa²¹mən	tʰ a ²¹ m ə n		1200	178	tʰ a - ²¹ m ə n -	C V T C V C
1609	Jinan	they	他们	tʰa⁵⁵mẽ	tʰ a ⁵⁵ m ẽ		1200	178	tʰ a - ⁵⁵ m ẽ - -	C V T C V
1617	Kunming	they	他们	tʰə⁴⁴mə⁴⁴	tʰ ə ⁴⁴ m ə ⁴⁴		1200	178	tʰ ə - ⁴⁴ m ə - ⁴⁴	C V T C V T
1615	Taiyuan	they	他们	tʰa¹¹məʔ	tʰ a ¹¹ m ə ʔ		1200	178	tʰ a - ¹¹ m ə ʔ -	C V T C V C
2306	Beijing	thick	粗	ʦʰu⁵⁵	tsʰ u ⁵⁵		1146	126	tsʰ u - ⁵⁵	C V T
2297	Changsha	thick	粗	ʦʰəw³³	tsʰ ə w ³³		1146	126	tsʰ ə w ³³	C V C T
2303	Chengdu	thick	粗	ʦʰu⁵⁵	tsʰ u ⁵⁵		1146	126	tsʰ u - ⁵⁵	C V T
2298	Guixian	thick	粗	ʦʰu⁵⁵	tsʰ u ⁵⁵		1146	126	tsʰ u - ⁵⁵	C V T
2301	Hangzhou	thick	粗	ʦʰu³³	tsʰ u ³³		1146	126	tsʰ u - ³³	C V T
2299	Hefei	thick	粗	ʦʰu²¹	tsʰ u ²¹		1146	126	tsʰ u - ²¹	C V T
2300	Jinan	thick	粗	ʦʰu²¹³	tsʰ u ²¹³		1146	126	tsʰ u - ²¹³	C V T
2308	Kunming	thick	粗	ʦʰu⁴⁴	tsʰ u ⁴⁴		1146	126	tsʰ u - ⁴⁴	C V T
2296	Meixian	thick	粗	ʦʰɿ⁴⁴	tsʰ ɿ ⁴⁴		1146	126	tsʰ ɿ - ⁴⁴	C V T
2302	Nanchang	thick	粗	ʦʰu⁴²	tsʰ u ⁴²		1146	126	tsʰ u - ⁴²	C V T
2309	Shanghai	thick	粗	ʦʰu⁵³	tsʰ u ⁵³		1146	126	tsʰ u - ⁵³	C V T
2305	Shexian	thick	粗	ʦʰu³¹	tsʰ u ³¹		1146	126	tsʰ u - ³¹	C V T
2304	Taiyuan	thick	粗	ʦʰu¹¹	tsʰ u ¹¹		1146	126	tsʰ u - ¹¹	C V T
2224	Beijing	thin	瘦	ʂow⁵¹	ʂ o w ⁵¹		683	626	ʂ - o w ⁵¹	C V C T
2213	Changsha	thin	瘦	ʂəw⁵⁵	ʂ ə w ⁵⁵		683	626	ʂ - ə w ⁵⁵	C V C T
2221	Chengdu	thin	瘦	səw¹³	s ə w ¹³		683	626	s - ə w ¹³	C V C T
2219	Guangzhou	thin	瘦	sɐw³³	s ɐ w ³³		683	626	s - ɐ w ³³	C V C T
2215	Guixian	thin	瘦	səw²¹³	s ə w ²¹³		683	626	s - ə w ²¹³	C V C T
2218	Hangzhou	thin	瘦	sej⁴⁴⁵	s e j ⁴⁴⁵		683	626	s - e j ⁴⁴⁵	C V C T
2216	Hefei	thin	瘦	sɯ⁵³	s ɯ ⁵³		683	626	s - ɯ - ⁵³	C V T
2217	Jinan	thin	瘦	ʂow²¹	ʂ o w ²¹		683	626	ʂ - o w ²¹	C V C T
2225	Kunming	thin	瘦	səw²¹²	s ə w ²¹²		683	626	s - ə w ²¹²	C V C T
2212	Meixian	thin	瘦	sew⁵³	s e w ⁵³		683	626	s - e w ⁵³	C V C T
2220	Nanchang	thin	瘦	sɛw⁴⁵	s ɛ w ⁴⁵		683	626	s - ɛ w ⁴⁵	C V C T
2226	Shanghai	thin	瘦	sɤ³⁵	s ɤ ³⁵		683	626	s - ɤ - ³⁵	C V T
2223	Shexian	thin	瘦	ɕju³²⁴	ɕ j u ³²⁴		683	626	ɕ j u - ³²⁴	C C V T
2222	Taiyuan	thin	瘦	səw⁴⁵	s ə w ⁴⁵		683	626	s - ə w ⁴⁵	C V C T
1758	Beijing	this	这个	t͡ʂə⁵¹kə¹	ʈʂ ə ⁵¹ k ə ¹		984	883	ʈʂ ə ⁵¹ k ə ¹	C V T C V T
1756	Chengdu	this	这个	ʦe¹³ko¹³	ts e ¹³ k o ¹³		984	883	ts e ¹³ k o ¹³	C V T C V T
1749	Guixian	this	这个	ʦɿ⁵⁵ko²¹³	ts ɿ ⁵⁵ k o ²¹³		984	883	ts ɿ ⁵⁵ k o ²¹³	C V T C V T
1752	Jinan	this	这个	t͡ʂə²¹kə	ʈʂ ə ²¹ k ə		984	883	ʈʂ ə ²¹ k ə -	C V T C V
1759	Kunming	this	这个	t͡ʂʅ⁴⁴kə²¹²	ʈʂ ʅ ⁴⁴ k ə ²¹²		984	883	ʈʂ ʅ ⁴⁴ k ə ²¹²	C V T C V T
233	Beijing	this year	今年个	ʨin⁵⁵njan³⁵kə³	tɕ i n ⁵⁵ n j a n ³⁵ k ə ³		760	687	tɕ - i n ⁵⁵ n j a n ³⁵ k ə ³	C V C T C C V C T C V T
221	Changsha	this year	今年	ʨin³³ȵjẽ¹³	tɕ i n ³³ ɲ j ẽ ¹³		760	687	tɕ - i n ³³ ɲ j ẽ - ¹³ - - -	C V C T C C V T
230	Chengdu	this year	今年	ʨin⁵⁵ȵjan³¹	tɕ i n ⁵⁵ ɲ j a n ³¹		760	687	tɕ - i n ⁵⁵ ɲ j a n ³¹ - - -	C V C T C C V C T
228	Guangzhou	this year	今年	kɐm⁵³nin²¹	k ɐ m ⁵³ n i n ²¹		760	687	k - ɐ m ⁵³ n - i n ²¹ - - -	C V C T C V C T
222	Guixian	this year	今年	ʨin⁵⁵ljan²¹	tɕ i n ⁵⁵ l j a n ²¹		760	687	tɕ - i n ⁵⁵ l j a n ²¹ - - -	C V C T C C V C T
225	Hefei	this year	今年	ʨin²¹ljɪ̃⁵⁵	tɕ i n ²¹ l j ɪ̃ ⁵⁵		760	687	tɕ - i n ²¹ l j ɪ̃ - ⁵⁵ - - -	C V C T C C V T
226	Jinan	this year	今年	ʨjẽ²¹³jã⁴²	tɕ j ẽ ²¹³ j ã ⁴²		760	687	tɕ j ẽ - ²¹³ - j ã - ⁴² - - -	C C V T C V T
234	Kunming	this year	今年	ʨĩ⁴⁴njɛ̃³¹	tɕ ĩ ⁴⁴ n j ɛ̃ ³¹		760	687	tɕ - ĩ - ⁴⁴ n j ɛ̃ - ³¹ - - -	C V T C C V T
220	Meixian	this year	今年	kin⁴⁴ŋjan¹¹	k i n ⁴⁴ ŋ j a n ¹¹		760	687	k - i n ⁴⁴ ŋ j a n ¹¹ - - -	C V C T C C V C T
229	Nanchang	this year	今年	ʨin⁴²ȵjɛn⁰²	tɕ i n ⁴² ɲ j ɛ n ⁰²/¹²		760	687	tɕ - i n ⁴² ɲ j ɛ n ⁰²/¹² - - -	C V C T C C V C T
235	Shanghai	this year	今年	ʨiŋ⁵³ȵi¹³	tɕ i ŋ ⁵³ ɲ i ¹³		760	687	tɕ - i ŋ ⁵³ ɲ - i - ¹³ - - -	C V C T C V T
231	Taiyuan	this year	今年	ʨjəŋ¹¹nje¹¹	tɕ j ə ŋ ¹¹ n j e ¹¹		760	687	tɕ j ə ŋ ¹¹ n j e - ¹¹ - - -	C C V C T C C V T
224	Xiamen	this year	今年	kin⁵⁵ni³⁵	k i n ⁵⁵ n i ³⁵		760	687	k - i n ⁵⁵ n - i - ³⁵ - - -	C V C T C V T
1545	Beijing	thou	你	ni²¹⁴	n i ²¹⁴		1185	165	n i - ²¹⁴	C V T
1533	Changsha	thou	你	ȵi⁴¹	ɲ i ⁴¹		1185	165	ɲ i - ⁴¹	C V T
1541	Chengdu	thou	你	ȵi⁵³	ɲ i ⁵³		1185	165	ɲ i - ⁵³	C V T
1539	Guangzhou	thou	你	nej²³	n e j ²³		1185	165	n e j ²³	C V C T
1534	Guixian	thou	你	li⁴²	l i ⁴²		1185	165	l i - ⁴²	C V T
1538	Hangzhou	thou	你	ni⁵³	n i ⁵³		1185	165	n i - ⁵³	C V T
1536	Hefei	thou	你	li²⁴	l i ²⁴		1185	165	l i - ²⁴	C V T
1537	Jinan	thou	你	ȵi⁵⁵	ɲ i ⁵⁵		1185	165	ɲ i - ⁵⁵	C V T
1546	Kunming	thou	你	ni⁵³	n i ⁵³		1185	165	n i - ⁵³	C V T
1532	Meixian	thou	你	n̩¹¹	n̩ ¹¹		1185	165	n̩ - - ¹¹	C T
1540	Nanchang	thou	你	n̩²¹³	n̩ ²¹³		1185	165	n̩ - - ²¹³	C T
1542	Taiyuan	thou	你	ni⁵³	n i ⁵³		1185	165	n i - ⁵³	C V T
1535	Xiamen	thou	你	li⁵³	l i ⁵³		1185	165	l i - ⁵³	C V T
2619	Beijing	three	三	san⁵⁵	s a n ⁵⁵		196	235	s a n ⁵⁵	C V C T
2608	Changsha	three	三	san³³	s a n ³³		196	235	s a n ³³	C V C T
2616	Chengdu	three	三	san⁵⁵	s a n ⁵⁵		196	235	s a n ⁵⁵	C V C T
2614	Guangzhou	three	三	sam⁵³	s a m ⁵³		196	235	s a m ⁵³	C V C T
2609	Guixian	three	三	san⁵⁵	s a n ⁵⁵		196	235	s a n ⁵⁵	C V C T
2613	Hangzhou	three	三	sᴇ̃³³	s ᴇ̃/ẽ̞ ³³		196	235	s ᴇ̃/ẽ̞ - ³³	C V T
2611	Hefei	three	三	sæ̃²¹	s æ̃ ²¹		196	235	s æ̃ - ²¹	C V T
2612	Jinan	three	三	sã²¹³	s ã ²¹³		196	235	s ã - ²¹³	C V T
2620	Kunming	three	三	sᴀ̃⁴⁴	s ᴀ̃/ã̱ ⁴⁴		196	235	s ᴀ̃/ã̱ - ⁴⁴	C V T
2607	Meixian	three	三	sam⁴⁴	s a m ⁴⁴		196	235	s a m ⁴⁴	C V C T
2615	Nanchang	three	三	san⁴²	s a n ⁴²		196	235	s a n ⁴²	C V C T
2621	Shanghai	three	三	se⁵³	s e ⁵³		196	235	s e - ⁵³	C V T
2618	Shexian	three	三	sɛ³¹	s ɛ ³¹		196	235	s ɛ - ³¹	C V T
2617	Taiyuan	three	三	sæ̃¹¹	s æ̃ ¹¹		196	235	s æ̃ - ¹¹	C V T
2610	Xiamen	three	三	sã⁵⁵	s ã ⁵⁵		196	235	s ã - ⁵⁵	C V T
78	Chengdu	thunder (verb)	响雷	ɕjaŋ⁵³nwejuei³¹	ɕ j a ŋ ⁵³ n w e j u/w e i ³¹		219	256	ɕ j a ŋ ⁵³ - - - - - n w e j u/w e i - ³¹ -	C C V C T C C V C V V V T
66	Meixian	thunder (verb)	响雷公	hjoŋ³¹lwi¹¹kuŋ⁴⁴	h j o ŋ ³¹ l w i ¹¹ k u ŋ ⁴⁴		219	256	h j o ŋ ³¹ l w i - ¹¹ k - - - - - u ŋ ⁴⁴ -	C C V C T C C V T C V C T
84	Shanghai	thunder (verb)	雷响	le¹³ɕjã³⁴	l e ¹³ ɕ j ã ³ ⁴		219	256	- - - - - l - e - ¹³ ɕ - - j - - ã - ³ ⁴	C V T C C V T T
79	Taiyuan	thunder (verb)	响忽雷	xjɒ̃⁵³xwəʔ²lwejuei¹¹	x j ɒ̃ ⁵³ x w ə ʔ ² l w e j u/w e i ¹¹		219	256	x j ɒ̃ - ⁵³ x w ə ʔ ² l w e j u/w e i - ¹¹ -	C C V T C C V C T C C V C V V V T
82	Beijing	thunder (verb)	打雷	ta²¹⁴lej³⁵	t a ²¹⁴ l e j ³⁵		97	870	t a ²¹⁴ - - - l - e j - - - ³⁵	C V T C V C T
67	Changsha	thunder (verb)	打雷	ta⁴¹lej¹³	t a ⁴¹ l e j ¹³		97	870	t a ⁴¹ - - - l - e j - - - ¹³	C V T C V C T
77	Chengdu	thunder (verb)	打雷	ta⁵³nwejuei³¹	t a ⁵³ n w e j u/w e i ³¹		97	870	t a ⁵³ - - - n w e j u/w e i ³¹	C V T C C V C V V V T
68	Guixian	thunder (verb)	打雷	ta⁴²lwejuei²¹	t a ⁴² l w e j u/w e i ²¹		97	870	t a ⁴² - - - l w e j u/w e i ²¹	C V T C C V C V V V T
73	Hangzhou	thunder (verb)	打雷	tɑ⁵³lej²¹³	t ɑ ⁵³ l e j ²¹³		97	870	t ɑ ⁵³ - - - l - e j - - - ²¹³	C V T C V C T
71	Hefei	thunder (verb)	打雷	ta²⁴le⁵⁵	t a ²⁴ l e ⁵⁵		97	870	t a ²⁴ - - - l - - - - - e ⁵⁵	C V T C V T
72	Jinan	thunder (verb)	打雷	ta⁵⁵lwejuei⁴²	t a ⁵⁵ l w e j u/w e i ⁴²		97	870	t a ⁵⁵ - - - l w e j u/w e i ⁴²	C V T C C V C V V V T
76	Nanchang	thunder (verb)	打雷	tɑ²¹³lwi⁴⁵	t ɑ ²¹³ l w i ⁴⁵		97	870	t ɑ ²¹³ - - - l w i - - - - ⁴⁵	C V T C C V T
85	Shanghai	thunder (verb)	打雷	tã³⁵le²³	t ã ³⁵ l e ²³		97	870	t ã ³⁵ - - - l - - - - - e ²³	C V T C V T
81	Shexian	thunder (verb)	打天雷	ta³⁵tʰe³¹lɛ⁴⁴	t a ³⁵ tʰ e ³¹ l ɛ ⁴⁴		97	870	t a ³⁵ tʰ e ³¹ l - - - - - ɛ ⁴⁴	C V T C V T C V T
2320	Beijing	tiny	细	ɕi⁵¹	ɕ i ⁵¹		967	867	ɕ i ⁵¹	C V T
2311	Changsha	tiny	细	si⁵⁵	s i ⁵⁵		967	867	s i ⁵⁵	C V T
2317	Chengdu	tiny	细	ɕi¹³	ɕ i ¹³		967	867	ɕ i ¹³	C V T
2312	Guixian	tiny	细	ɕi²¹³	ɕ i ²¹³		967	867	ɕ i ²¹³	C V T
2315	Hangzhou	tiny	细	ɕi⁴⁴⁵	ɕ i ⁴⁴⁵		967	867	ɕ i ⁴⁴⁵	C V T
2313	Hefei	tiny	细	sɿ⁵³	s ɿ ⁵³		967	867	s ɿ ⁵³	C V T
2314	Jinan	tiny	细	ɕi²¹	ɕ i ²¹		967	867	ɕ i ²¹	C V T
2321	Kunming	tiny	细	ɕi²¹²	ɕ i ²¹²		967	867	ɕ i ²¹²	C V T
2316	Nanchang	tiny	细	ɕi⁴⁵	ɕ i ⁴⁵		967	867	ɕ i ⁴⁵	C V T
2322	Shanghai	tiny	细	ɕi³⁵	ɕ i ³⁵		967	867	ɕ i ³⁵	C V T
2319	Shexian	tiny	细	si³²⁴	s i ³²⁴		967	867	s i ³²⁴	C V T
2318	Taiyuan	tiny	细	ɕi⁴⁵	ɕ i ⁴⁵		967	867	ɕ i ⁴⁵	C V T
238	Changsha	today	今日	ʨin³³ʐʅ²⁴	tɕ i n ³³ ʐ ʅ ²⁴		19	230	tɕ - i n ³³ - - - ʐ ʅ - ²⁴	C V C T C V T
246	Guangzhou	today	今日	kɐm⁵³jɐt²	k ɐ m ⁵³ j ɐ t ²		19	230	k - ɐ m ⁵³ - - - j ɐ t ²	C V C T C V C T
254	Kunming	today	今儿日	ʨjə⁴⁴ʐʅ³¹	tɕ j ə ⁴⁴ ʐ ʅ ³¹		19	230	tɕ j ə - ⁴⁴ - - - ʐ ʅ - ³¹	C C V T C V T
236	Meixian	today	今日	kim⁴⁴ŋit¹	k i m ⁴⁴ ŋ i t ¹		19	230	k - i m ⁴⁴ - - - ŋ i t ¹	C V C T C V C T
247	Nanchang	today	今日	ʨin⁴²ȵiʔ⁰²	tɕ i n ⁴² ɲ i ʔ ⁰²/¹²		19	230	tɕ - i n ⁴² - - - ɲ i ʔ ⁰²/¹²	C V C T C V C T
249	Taiyuan	today	今日	ʨjəŋ¹¹zəŋ²	tɕ j ə ŋ ¹¹ z ə ŋ ²		19	230	tɕ j ə ŋ ¹¹ - - - z ə ŋ ²	C C V C T C V C T
241	Xiamen	today	今仔日	kin⁵⁵na⁵³lit⁵	k i n ⁵⁵ n a ⁵³ l i t ⁵		19	230	k - i n ⁵⁵ n a ⁵³ l i t ⁵	C V C T C V T C V C T
248	Chengdu	today	今天	ʨin⁵⁵tʰjan⁵⁵	tɕ i n ⁵⁵ tʰ j a n ⁵⁵		817	733	tɕ - i n ⁵⁵ tʰ j a n ⁵⁵	C V C T C C V C T
239	Guixian	today	今天	ʨin⁵⁵tʰjan⁵⁵	tɕ i n ⁵⁵ tʰ j a n ⁵⁵		817	733	tɕ - i n ⁵⁵ tʰ j a n ⁵⁵	C V C T C C V C T
243	Jinan	today	今天	ʨjẽ²¹³tʰjã²¹³	tɕ j ẽ ²¹³ tʰ j ã ²¹³		817	733	tɕ j ẽ - ²¹³ tʰ j ã - ²¹³	C C V T C C V T
250	Taiyuan	today	今天	ʨjəŋ¹¹tʰje¹¹	tɕ j ə ŋ ¹¹ tʰ j e ¹¹		817	733	tɕ j ə ŋ ¹¹ tʰ j e - ¹¹	C C V C T C C V T
2745	Shexian	twenty	两拾	lja³⁵ɕi²²	l j a ³⁵ ɕ i ²²		287	306	l j a - ³⁵ ɕ - i - ²²	C C V T C V T
2604	Beijing	two	二	ər⁵¹	ə r ⁵¹		1106	92	- - ə r ⁵¹	V C T
2592	Changsha	two	二	ə¹¹	ə ¹¹		1106	92	- - ə - ¹¹	V T
2601	Chengdu	two	二	ər¹³	ə r ¹³		1106	92	- - ə r ¹³	V C T
2599	Guangzhou	two	二	ji²²	j i ²²		1106	92	- j i - ²²	C V T
2593	Guixian	two	二	ɚ²¹³	ɚ ²¹³		1106	92	- - ɚ - ²¹³	V T
2598	Hangzhou	two	二	əl⁴⁴⁵	ə l ⁴⁴⁵		1106	92	- - ə l ⁴⁴⁵	V C T
2596	Hefei	two	二	a⁵³	a ⁵³		1106	92	- - a - ⁵³	V T
2597	Jinan	two	二	ər²¹	ə r ²¹		1106	92	- - ə r ²¹	V C T
2605	Kunming	two	二	ə²¹²	ə ²¹²		1106	92	- - ə - ²¹²	V T
2591	Meixian	two	二	ŋi⁵³	ŋ i ⁵³		1106	92	- ŋ i - ⁵³	C V T
2600	Nanchang	two	二	ɵ²¹	ɵ ²¹		1106	92	- - ɵ - ²¹	V T
2606	Shanghai	two	二	ȵi¹³	ɲ i ¹³		1106	92	- ɲ i - ¹³	C V T
2603	Shexian	two	二	lja³⁵	l j a ³⁵		1106	92	l j a - ³⁵	C C V T
2602	Taiyuan	two	二	ər⁴⁵	ə r ⁴⁵		1106	92	- - ə r ⁴⁵	V C T
2595	Xiamen	two	二	li²²	l i ²²		1106	92	l - i - ²²	C V T
2594	Xiamen	two	两	nŋ̍²²	n ŋ̍ ²²		287	306	- - - - - n - - ŋ̍ ²²	C C T
2787	Beijing	two ounces	二两	ər⁵¹ljɑŋ²¹⁴	ə r ⁵¹ l j ɑ ŋ ²¹⁴		287	306	- - ə r ⁵¹ l j ɑ ŋ ²¹⁴	V C T C C V C T
2776	Changsha	two ounces	二两	ə¹¹ljan⁴¹	ə ¹¹ l j a n ⁴¹		287	306	- - ə - ¹¹ l j a n ⁴¹	V T C C V C T
2784	Chengdu	two ounces	二两	ər¹³njaŋ⁵³	ə r ¹³ n j a ŋ ⁵³		287	306	- - ə r ¹³ n j a ŋ ⁵³	V C T C C V C T
2782	Guangzhou	two ounces	二两	ji²²lœŋ³⁵	j i ²² l œ ŋ ³⁵		287	306	- j i - ²² l - œ ŋ ³⁵	C V T C V C T
2777	Guixian	two ounces	二两	ɚ²¹³ljaŋ⁴²	ɚ ²¹³ l j a ŋ ⁴²		287	306	- - ɚ - ²¹³ l j a ŋ ⁴²	V T C C V C T
2781	Hangzhou	two ounces	二两	əl⁴⁴⁵ljɑŋ⁵³	ə l ⁴⁴⁵ l j ɑ ŋ ⁵³		287	306	- - ə l ⁴⁴⁵ l j ɑ ŋ ⁵³	V C T C C V C T
2779	Hefei	two ounces	二两	a⁵³ljɑ̃²⁴	a ⁵³ l j ɑ̃ ²⁴		287	306	- - a - ⁵³ l j ɑ̃ - ²⁴	V T C C V T
2780	Jinan	two ounces	二两	ər²¹ljaŋ	ə r ²¹ l j a ŋ		287	306	- - ə r ²¹ l j a ŋ -	V C T C C V C
2788	Kunming	two ounces	二两	ə²¹²ljᴀ̃⁵³	ə ²¹² l j ᴀ̃/ã̱ ⁵³		287	306	- - ə - ²¹² l j ᴀ̃/ã̱ - ⁵³	V T C C V T
2775	Meixian	two ounces	两两	ljoŋ³¹ljoŋ⁴⁴	l j o ŋ ³¹ l j o ŋ ⁴⁴		287	306	l j o ŋ ³¹ l j o ŋ ⁴⁴	C C V C T C C V C T
2783	Nanchang	two ounces	二两	ɵ²¹ljɔŋ²¹³	ɵ ²¹ l j ɔ ŋ ²¹³		287	306	- - ɵ - ²¹ l j ɔ ŋ ²¹³	V T C C V C T
2789	Shanghai	two ounces	二两	ȵi¹³ljã¹³	ɲ i ¹³ l j ã ¹³		287	306	- ɲ i - ¹³ l j ã - ¹³	C V T C C V T
2785	Taiyuan	two ounces	二两	ər⁴⁵ljɒ̃⁵³	ə r ⁴⁵ l j ɒ̃ ⁵³		287	306	- - ə r ⁴⁵ l j ɒ̃ - ⁵³	V C T C C V T
1986	Guixian	under	脚脚	ʨjo²¹ʨjo⁵⁵	tɕ j o ²¹ tɕ j o ⁵⁵		609	560	tɕ j o - ²¹ - - - tɕ j o ⁵⁵	C C V T C C V T
1981	Changsha	under	下面	ɕja¹¹mjẽ	ɕ j a ¹¹ m j ẽ		167	211	ɕ j a ¹¹ m j ẽ - -	C C V T C C V
2000	Chengdu	under	下面	ɕja¹³mjan¹³	ɕ j a ¹³ m j a n ¹³		167	211	ɕ j a ¹³ m j a n ¹³	C C V T C C V C T
1988	Xiamen	under	下面	e²²bin²²	e ²² b i n ²²		167	211	- - e ²² b - i n ²²	V T C V C T
1983	Changsha	under	底下	ti⁴¹xa¹¹	t i ⁴¹ x a ¹¹		524	503	- t i - ⁴¹ x - a ¹¹	C V T C V T
2001	Chengdu	under	底下	ti⁵³ɕja¹³	t i ⁵³ ɕ j a ¹³		524	503	- t i - ⁵³ ɕ j a ¹³	C V T C C V T
1993	Hangzhou	under	下底	ɦjɑ¹³ti⁵³	ɦ j ɑ ¹³ t i ⁵³		524	503	ɦ j ɑ - ¹³ t - i ⁵³	C C V T C V T
1989	Hefei	under	底下	ʦɿ²⁴ɕja	ts ɿ ²⁴ ɕ j a		524	503	- ts ɿ - ²⁴ ɕ j a -	C V T C C V
1992	Jinan	under	底下	ti⁵⁵ɕja	t i ⁵⁵ ɕ j a		524	503	- t i - ⁵⁵ ɕ j a -	C V T C C V
1997	Nanchang	under	底下	tiʔ⁵kɑ²¹	t i ʔ ⁵ k ɑ ²¹		524	503	- t i ʔ ⁵ k - ɑ ²¹	C V C T C V T
2010	Shanghai	under	下底	ɦo¹³ti³⁵	ɦ o ¹³ t i ³⁵		524	503	ɦ - o - ¹³ t - i ³⁵	C V T C V T
2003	Taiyuan	under	底下	ti⁵³xa⁴⁵	t i ⁵³ x a ⁴⁵		524	503	- t i - ⁵³ x - a ⁴⁵	C V T C V T
1987	Xiamen	under	下底	e²²twe	e ²² t w e		524	503	- - e - ²² t w e -	V T C C V
2005	Beijing	under	下头	ɕja⁵¹tʰow¹	ɕ j a ⁵¹ tʰ o w ¹		611	563	ɕ j a ⁵¹ tʰ - o w ¹	C C V T C V C T
1984	Changsha	under	下头	ɕja¹¹təw	ɕ j a ¹¹ t ə w		611	563	ɕ j a ¹¹ t - ə w -	C C V T C V C
1998	Chengdu	under	下头	ɕja¹³tʰəw³¹	ɕ j a ¹³ tʰ ə w ³¹		611	563	ɕ j a ¹³ tʰ - ə w ³¹	C C V T C V C T
1985	Guixian	under	下头	ɕja²¹³tʰəw⁵⁵	ɕ j a ²¹³ tʰ ə w ⁵⁵		611	563	ɕ j a ²¹³ tʰ - ə w ⁵⁵	C C V T C V C T
1990	Jinan	under	下头	ɕja²¹tʰow	ɕ j a ²¹ tʰ o w		611	563	ɕ j a ²¹ tʰ - o w -	C C V T C V C
1996	Nanchang	under	下头	hɑ²¹tʰɛw⁰²	h ɑ ²¹ tʰ ɛ w ⁰²/¹²		611	563	h - ɑ ²¹ tʰ - ɛ w ⁰²/¹²	C V T C V C T
2009	Shanghai	under	下头	ɦo¹³dɤ¹³	ɦ o ¹³ d ɤ ¹³		611	563	ɦ - o ¹³ d - ɤ - ¹³	C V T C V T
2004	Shexian	under	下头	xa³⁵tʰju⁴⁴	x a ³⁵ tʰ j u ⁴⁴		611	563	x - a ³⁵ tʰ j u - ⁴⁴	C V T C C V T
2002	Taiyuan	under	下头	xa⁴⁵tʰəw⁵³	x a ⁴⁵ tʰ ə w ⁵³		611	563	x - a ⁴⁵ tʰ - ə w ⁵³	C V T C V C T
2006	Beijing	under	下边儿	ɕja⁵¹pjar¹	ɕ j a ⁵¹ p j a r ¹		429	424	ɕ j a ⁵¹ p j a r ¹	C C V T C C V C T
1999	Chengdu	under	下边	ɕja¹³pjan⁵⁵	ɕ j a ¹³ p j a n ⁵⁵		429	424	ɕ j a ¹³ p j a n ⁵⁵	C C V T C C V C T
1991	Jinan	under	下边儿	ɕja²¹pjɛr	ɕ j a ²¹ p j ɛ r		429	424	ɕ j a ²¹ p j ɛ r -	C C V T C C V C
2190	Beijing	watery	淡	tan⁵¹	t a n ⁵¹		1101	87	t a n ⁵¹	C V C T
2178	Changsha	watery	淡	tan¹¹	t a n ¹¹		1101	87	t a n ¹¹	C V C T
2186	Chengdu	watery	淡	tan¹³	t a n ¹³		1101	87	t a n ¹³	C V C T
2184	Guangzhou	watery	淡	tʰam²³	tʰ a m ²³		1101	87	tʰ a m ²³	C V C T
2179	Guixian	watery	淡	tan²¹³	t a n ²¹³		1101	87	t a n ²¹³	C V C T
2183	Hangzhou	watery	淡	dᴇ̃¹³	d ᴇ̃/ẽ̞ ¹³		1101	87	d ᴇ̃/ẽ̞ - ¹³	C V T
2180	Hefei	watery	淡	tæ̃⁵³	t æ̃ ⁵³		1101	87	t æ̃ - ⁵³	C V T
2181	Jinan	watery	淡	tã²¹	t ã ²¹		1101	87	t ã - ²¹	C V T
2191	Kunming	watery	淡	tᴀ̃²¹²	t ᴀ̃/ã̱ ²¹²		1101	87	t ᴀ̃/ã̱ - ²¹²	C V T
